Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-11-03T18:48:52.571Z","On-Demand","claude-4.5-sonnet-thinking","No","18516","800","12318","491","32125","0.08"
"2025-11-03T18:41:59.865Z","On-Demand","composer-1","No","5716","1431","850828","3027","861002","0.23"
"2025-11-03T18:40:55.523Z","On-Demand","composer-1","No","133785","875","7355","333","142348","0.14"
"2025-11-03T18:36:53.064Z","On-Demand","composer-1","No","13832","1483","383896","2371","401582","0.12"
"2025-11-03T18:33:49.126Z","On-Demand","composer-1","No","5267","1469","479129","6156","492021","0.15"
"2025-11-03T18:28:58.048Z","On-Demand","composer-1","No","113734","1384","117641","2170","234929","0.15"
"2025-11-03T17:22:30.350Z","Included","grok-code-fast-1","No","0","32890","549803","1378","584071","0.02"
"2025-11-02T18:26:56.646Z","On-Demand","composer-1","No","9305","1501","312478","2613","325897","0.10"
"2025-11-02T18:25:49.915Z","On-Demand","composer-1","No","6178","1428","308878","1634","318118","0.09"
"2025-11-02T18:24:21.506Z","On-Demand","composer-1","No","8210","1632","385270","1596","396708","0.11"
"2025-11-02T18:13:40.295Z","On-Demand","composer-1","No","62937","2422","4343367","19078","4427804","1.23"
"2025-11-02T18:11:27.644Z","On-Demand","composer-1","No","18848","1573","701937","6263","728621","0.22"
"2025-11-02T18:09:40.555Z","On-Demand","composer-1","No","19610","1497","708067","4341","733515","0.21"
"2025-11-02T18:05:23.314Z","On-Demand","composer-1","No","36657","1580","603124","10396","651757","0.23"
"2025-11-02T17:59:16.305Z","On-Demand","composer-1","No","34324","1599","337911","4678","378512","0.14"
"2025-11-02T17:56:58.206Z","On-Demand","composer-1","No","43177","1798","661699","6291","712965","0.23"
"2025-11-02T17:55:02.385Z","On-Demand","composer-1","No","7723","1430","281999","2436","293588","0.09"
"2025-11-02T17:53:14.303Z","On-Demand","composer-1","No","6487","1597","175348","1838","185270","0.06"
"2025-11-02T17:49:10.739Z","On-Demand","composer-1","No","14786","1503","228269","2400","246958","0.08"
"2025-11-02T17:45:56.484Z","On-Demand","composer-1","No","16183","1585","244902","2421","265091","0.09"
"2025-11-02T17:43:19.567Z","On-Demand","composer-1","No","52569","1863","160537","3150","218119","0.11"
"2025-11-02T17:05:54.283Z","Included","grok-code-fast-1","No","0","90903","633854","2448","727205","0.03"
"2025-11-02T17:02:44.861Z","Included","grok-code-fast-1","No","0","97138","3355","482","100975","0.02"
"2025-11-02T16:59:43.003Z","Included","grok-code-fast-1","No","0","183536","1285466","2524","1471526","0.07"
"2025-11-02T16:54:57.925Z","On-Demand","gemini-2.5-pro","No","0","98387","1971","1597","101955","0.14"
"2025-11-02T16:43:01.315Z","On-Demand","gemini-2.5-pro","No","0","97058","2098","1549","100705","0.13"
"2025-11-02T16:39:39.873Z","Included","grok-code-fast-1","No","0","101914","458561","1347","561822","0.03"
"2025-11-02T16:30:24.143Z","Included","grok-code-fast-1","No","0","35463","724704","1474","761641","0.02"
"2025-11-02T16:27:39.408Z","Included","grok-code-fast-1","No","0","73947","711839","912","786698","0.03"
"2025-11-02T16:24:08.161Z","Included","grok-code-fast-1","No","0","139595","291904","1800","433299","0.04"
"2025-11-02T16:19:46.472Z","Included","grok-code-fast-1","No","0","118697","556829","1756","677282","0.04"
"2025-11-02T16:19:26.677Z","Included","grok-code-fast-1","No","0","5613","50888","379","56880","0.003"
"2025-11-02T16:17:34.515Z","Included","grok-code-fast-1","No","0","5403","50071","1000","56474","0.004"
"2025-11-02T16:15:03.295Z","Included","grok-code-fast-1","No","0","75208","448284","1102","524594","0.03"
"2025-11-02T16:11:46.114Z","Included","grok-code-fast-1","No","0","71100","70981","1025","143106","0.02"
"2025-11-02T16:07:10.280Z","Included","grok-code-fast-1","No","0","6297","1036075","1566","1043938","0.02"
"2025-11-02T16:06:30.588Z","Included","grok-code-fast-1","No","0","95156","1142701","772","1238629","0.04"
"2025-11-02T16:04:26.866Z","Included","grok-code-fast-1","No","0","175784","713138","1716","890638","0.05"
"2025-11-02T16:01:37.950Z","Included","grok-code-fast-1","No","0","2267","346302","1450","350019","0.01"
"2025-11-02T16:00:35.793Z","Included","grok-code-fast-1","No","0","5980","730505","1994","738479","0.02"
"2025-11-02T15:58:37.787Z","Included","grok-code-fast-1","No","0","69444","76379","429","146252","0.02"
"2025-11-02T15:57:53.979Z","On-Demand","composer-1","No","33194","1505","313052","3756","351507","0.13"
"2025-11-02T15:56:24.873Z","On-Demand","composer-1","No","21488","944","400894","5329","428655","0.14"
"2025-11-02T15:53:03.139Z","On-Demand","composer-1","No","21435","1802","163508","5927","192672","0.10"
"2025-11-02T15:49:36.378Z","On-Demand","composer-1","No","12573","8630","248454","3670","273327","0.12"
"2025-11-02T15:48:20.562Z","On-Demand","composer-1","No","10237","1347","151681","1381","164646","0.05"
"2025-11-02T15:48:12.204Z","On-Demand","composer-1","No","0","742","672","14","1428","0.000"
"2025-11-02T15:44:24.044Z","On-Demand","composer-1","No","13996","6395","157057","4399","181847","0.10"
"2025-11-02T15:43:10.060Z","On-Demand","composer-1","No","31084","1700","73168","2008","107960","0.06"
"2025-11-02T15:37:47.000Z","Included","grok-code-fast-1","No","0","2131","98971","284","101386","0.003"
"2025-11-02T15:34:29.651Z","Included","grok-code-fast-1","No","0","4299","183459","1014","188772","0.01"
"2025-11-02T15:20:32.935Z","Included","grok-code-fast-1","No","0","41058","518845","4734","564637","0.03"
"2025-11-02T15:18:55.710Z","Included","grok-code-fast-1","No","0","28402","37911","385","66698","0.01"
"2025-11-02T15:16:31.329Z","Included","grok-code-fast-1","No","0","8196","278457","2102","288755","0.01"
"2025-11-02T15:15:10.777Z","Included","grok-code-fast-1","No","0","2152","114499","632","117283","0.004"
"2025-11-02T15:13:54.634Z","Included","grok-code-fast-1","No","0","13145","204018","721","217884","0.01"
"2025-11-02T15:10:08.771Z","Included","grok-code-fast-1","No","0","59136","462052","958","522146","0.02"
"2025-11-02T15:08:29.706Z","Included","grok-code-fast-1","No","0","1663","378859","414","380936","0.01"
"2025-11-02T15:07:05.673Z","Included","grok-code-fast-1","No","0","6674","119838","169","126681","0.004"
"2025-11-02T15:06:18.290Z","Included","grok-code-fast-1","No","0","1383","124468","382","126233","0.003"
"2025-11-02T15:05:18.163Z","Included","grok-code-fast-1","No","0","2348","242487","335","245170","0.01"
"2025-11-02T14:58:22.628Z","Included","grok-code-fast-1","No","0","18491","213321","1479","233291","0.01"
"2025-11-02T14:56:38.857Z","Included","grok-code-fast-1","No","0","2911","322781","684","326376","0.01"
"2025-11-02T14:54:16.944Z","Included","grok-code-fast-1","No","0","59330","943682","1575","1004587","0.03"
"2025-11-02T14:50:15.173Z","Included","grok-code-fast-1","No","0","83413","416557","1034","501004","0.03"
"2025-11-02T14:46:57.649Z","Included","grok-code-fast-1","No","0","6693","389625","1741","398059","0.01"
"2025-11-02T14:46:20.949Z","Included","grok-code-fast-1","No","0","28239","43700","80","72019","0.01"
"2025-11-02T14:42:32.449Z","Included","grok-code-fast-1","No","0","3101","395187","1037","399325","0.01"
"2025-11-02T14:33:48.585Z","Included","grok-code-fast-1","No","0","30413","537055","1307","568775","0.02"
"2025-11-02T14:29:39.936Z","Included","grok-code-fast-1","No","0","29004","130520","398","159922","0.01"
"2025-11-02T14:28:38.938Z","Included","grok-code-fast-1","No","0","26119","150046","544","176709","0.01"
"2025-11-02T14:26:01.490Z","Included","grok-code-fast-1","No","0","20763","169121","507","190391","0.01"
"2025-11-02T14:24:44.176Z","Included","grok-code-fast-1","No","0","4538","250843","1400","256781","0.01"
"2025-11-02T14:23:36.828Z","Included","grok-code-fast-1","No","0","15176","169389","389","184954","0.01"
"2025-11-01T17:58:21.799Z","On-Demand","composer-1","No","3875","1023","403761","1167","409826","0.11"
"2025-11-01T17:57:57.705Z","On-Demand","composer-1","No","382","755","99997","144","101278","0.03"
"2025-11-01T17:56:10.697Z","On-Demand","composer-1","No","10228","1228","380310","1164","392930","0.11"
"2025-11-01T17:54:10.144Z","On-Demand","composer-1","No","12393","1125","172146","1714","187378","0.06"
"2025-11-01T17:50:14.683Z","On-Demand","composer-1","No","19374","856","473816","5229","499275","0.16"
"2025-11-01T17:48:23.956Z","On-Demand","composer-1","No","5214","1121","209487","959","216781","0.06"
"2025-11-01T17:47:08.901Z","On-Demand","composer-1","No","14356","734","235451","2437","252978","0.08"
"2025-11-01T17:46:05.875Z","On-Demand","composer-1","No","4221","873","105445","1221","111760","0.04"
"2025-11-01T17:43:47.874Z","On-Demand","composer-1","No","6552","1101","302447","780","310880","0.09"
"2025-11-01T17:42:21.108Z","On-Demand","composer-1","No","5927","864","90342","326","97459","0.03"
"2025-11-01T17:35:58.601Z","On-Demand","composer-1","No","18892","1281","197500","2822","220495","0.08"
"2025-11-01T17:34:30.431Z","On-Demand","composer-1","No","61997","778","618921","3282","684978","0.23"
"2025-11-01T17:32:58.272Z","On-Demand","composer-1","No","29118","1602","1607340","7590","1645650","0.46"
"2025-11-01T17:30:13.912Z","On-Demand","composer-1","No","10594","1052","716601","1734","729981","0.20"
"2025-11-01T17:29:19.386Z","On-Demand","composer-1","No","14596","1272","400509","1341","417718","0.12"
"2025-11-01T17:27:35.549Z","On-Demand","composer-1","No","44245","939","729095","1824","776103","0.23"
"2025-11-01T17:20:22.284Z","On-Demand","composer-1","No","48983","1806","1465293","11092","1527174","0.46"
"2025-11-01T17:17:34.174Z","On-Demand","composer-1","No","82697","1735","167947","1432","253811","0.13"
"2025-11-01T17:13:30.540Z","On-Demand","composer-1","No","39010","1858","922396","5378","968642","0.29"
"2025-11-01T17:11:09.629Z","On-Demand","composer-1","No","57425","769","331679","7594","397467","0.17"
"2025-11-01T17:07:55.194Z","On-Demand","claude-4.5-sonnet-thinking","No","37948","2747","51326","1994","94015","0.19"
"2025-11-01T16:57:05.302Z","On-Demand","claude-4.5-sonnet-thinking","No","2915","1706","128713","1017","134351","0.07"
"2025-11-01T16:52:57.330Z","On-Demand","claude-4.5-sonnet-thinking","No","2121","2531","120998","1418","127068","0.07"
"2025-11-01T16:50:57.654Z","On-Demand","claude-4.5-sonnet-thinking","No","34436","2505","88392","1448","126781","0.18"
"2025-11-01T16:41:10.785Z","On-Demand","claude-4.5-sonnet-thinking","No","30843","112158","292437","5538","440976","0.28"
"2025-11-01T16:32:32.878Z","Included","grok-code-fast-1","No","0","151940","2007300","5115","2164355","0.08"
"2025-11-01T16:27:08.904Z","Included","grok-code-fast-1","No","0","289115","2354926","4505","2648546","0.11"
"2025-11-01T16:22:12.573Z","Included","grok-code-fast-1","No","0","131319","2284","511","134114","0.03"
"2025-11-01T16:18:44.923Z","Included","grok-code-fast-1","No","0","125775","1906254","2047","2034076","0.07"
"2025-11-01T15:46:41.033Z","Included","grok-code-fast-1","No","0","544616","7841230","24767","8410613","0.30"
"2025-11-01T15:40:57.186Z","On-Demand","claude-4.5-sonnet","No","7955","2094","353577","7102","370728","0.24"
"2025-11-01T15:31:41.556Z","On-Demand","claude-4.5-sonnet","No","42557","4335","391864","7340","446096","0.39"
"2025-11-01T15:01:37.099Z","Included","claude-4.5-sonnet","No","0","9402","0","37","9439","0.03"
"2025-11-01T14:47:51.699Z","Included","grok-code-fast-1","No","0","5715","2089697","2784","2098196","0.05"
"2025-11-01T14:44:52.264Z","Included","grok-code-fast-1","No","0","6801","982136","3624","992561","0.03"
"2025-11-01T14:40:46.190Z","Included","grok-code-fast-1","No","0","108768","2909586","3264","3021618","0.08"
"2025-11-01T14:37:49.212Z","Included","grok-code-fast-1","No","0","218034","2344563","3209","2565806","0.10"
"2025-11-01T14:35:42.185Z","Included","grok-code-fast-1","No","0","5243","584909","1319","591471","0.01"
"2025-11-01T14:34:42.261Z","Included","grok-code-fast-1","No","0","4114","235986","787","240887","0.01"
"2025-11-01T14:28:52.043Z","Included","grok-code-fast-1","No","0","390432","2921479","7890","3319801","0.15"
"2025-11-01T14:21:04.774Z","Included","grok-code-fast-1","No","0","273396","2611836","4687","2889919","0.11"
"2025-11-01T14:07:21.110Z","Included","grok-code-fast-1","No","0","129448","5241430","10465","5381343","0.15"
"2025-11-01T14:06:14.373Z","Included","grok-code-fast-1","No","0","395","549","8","952","0.000"
"2025-11-01T14:01:27.015Z","Included","grok-code-fast-1","No","0","171943","1757077","2783","1931803","0.07"
"2025-11-01T13:55:17.717Z","Included","grok-code-fast-1","No","0","228194","1686596","6699","1921489","0.09"
"2025-11-01T13:48:08.015Z","Included","grok-code-fast-1","No","0","186729","196360","956","384045","0.04"
"2025-11-01T13:42:40.988Z","Included","grok-code-fast-1","No","0","99778","731465","7818","839061","0.05"
"2025-11-01T13:34:10.638Z","Included","grok-code-fast-1","No","0","171982","193880","4878","370740","0.05"
"2025-11-01T13:28:17.771Z","On-Demand","claude-4.5-sonnet","No","47935","4398","166367","4188","222888","0.30"
"2025-11-01T13:16:23.435Z","Included","grok-code-fast-1","No","0","94677","191037","1194","286908","0.02"
"2025-11-01T13:10:12.528Z","On-Demand","gpt-5-codex-high","No","0","42665","119390","1583","163638","0.08"
"2025-11-01T13:01:28.215Z","On-Demand","claude-4.5-sonnet-thinking","No","4080","1949","255750","2589","264368","0.13"
"2025-11-01T12:58:18.583Z","On-Demand","claude-4.5-sonnet-thinking","No","48459","1693","164415","3079","217646","0.28"
"2025-10-31T13:58:57.739Z","On-Demand","claude-4.5-sonnet-thinking","No","40805","1695","171063","2574","216137","0.24"
"2025-10-31T13:50:38.969Z","Included","grok-code-fast-1","No","0","161606","998796","696","1161098","0.05"
"2025-10-31T13:40:41.989Z","Included","grok-code-fast-1","No","0","159493","3015954","6751","3182198","0.10"
"2025-10-31T13:23:22.454Z","Included","grok-code-fast-1","No","0","155454","1926988","3171","2085613","0.07"
"2025-10-31T13:18:50.043Z","Included","grok-code-fast-1","No","0","396550","3219841","6707","3623098","0.15"
"2025-10-31T13:14:02.719Z","Included","grok-code-fast-1","No","0","244403","1538486","2227","1785116","0.08"
"2025-10-31T13:09:04.507Z","Included","grok-code-fast-1","No","0","212000","354926","1493","568419","0.05"
"2025-10-31T13:03:27.286Z","Included","grok-code-fast-1","No","0","5547","1171397","2890","1179834","0.03"
"2025-10-31T13:01:51.221Z","Included","grok-code-fast-1","No","0","194443","213634","726","408803","0.04"
"2025-10-31T12:39:06.402Z","Included","grok-code-fast-1","No","0","186408","284054","6645","477107","0.05"
"2025-10-31T12:30:16.502Z","Included","grok-code-fast-1","No","0","81295","1601859","2341","1685495","0.05"
"2025-10-31T12:28:24.005Z","Included","grok-code-fast-1","No","0","6757","880052","1573","888382","0.02"
"2025-10-31T12:27:22.746Z","Included","grok-code-fast-1","No","0","1351","137089","3456","141896","0.01"
"2025-10-31T12:21:57.920Z","Included","grok-code-fast-1","No","0","12997","1896308","7074","1916379","0.05"
"2025-10-31T12:21:10.736Z","Included","grok-code-fast-1","No","0","36676","546465","3866","587007","0.02"
"2025-10-31T12:18:59.703Z","On-Demand","claude-4.5-sonnet","No","36923","789","189157","2538","229407","0.23"
"2025-10-31T02:09:39.538Z","Included","grok-code-fast-1","No","0","161102","2293812","3105","2458019","0.08"
"2025-10-31T02:08:35.102Z","Included","grok-code-fast-1","No","0","149861","167315","1115","318291","0.04"
"2025-10-31T02:04:51.903Z","Included","grok-code-fast-1","No","0","2285","305447","1624","309356","0.01"
"2025-10-31T02:03:34.843Z","Included","grok-code-fast-1","No","0","6915","148382","1259","156556","0.01"
"2025-10-31T01:59:33.724Z","Included","grok-code-fast-1","No","0","151272","155315","2459","309046","0.04"
"2025-10-31T01:57:07.642Z","Included","grok-code-fast-1","No","0","3498","443769","940","448207","0.01"
"2025-10-31T01:51:29.828Z","Included","grok-code-fast-1","No","0","140627","428068","1362","570057","0.04"
"2025-10-31T01:40:56.357Z","Included","grok-code-fast-1","No","0","127502","145497","6023","279022","0.04"
"2025-10-31T01:36:39.961Z","On-Demand","composer-1","No","0","124394","129322","2416","256132","0.16"
"2025-10-31T01:10:47.819Z","On-Demand","claude-4.5-sonnet","No","136232","2877","8879","2907","150895","0.56"
"2025-10-31T00:55:46.972Z","On-Demand","composer-1","No","0","114183","363819","7636","485638","0.23"
"2025-10-31T00:52:35.167Z","On-Demand","composer-1","No","0","107484","5541","1640","114665","0.11"
"2025-10-31T00:36:19.967Z","On-Demand","composer-1","No","0","106390","177781","1480","285651","0.15"
"2025-10-31T00:06:22.923Z","Included","grok-code-fast-1","No","0","480914","6181141","6109","6668164","0.23"
"2025-10-30T23:35:49.239Z","Included","grok-code-fast-1","No","0","80311","7307","514","88132","0.02"
"2025-10-30T23:24:12.058Z","On-Demand","claude-4.5-sonnet","No","183299","2457","302940","10355","499051","0.94"
"2025-10-30T23:12:43.615Z","On-Demand","composer-1","No","0","67726","271062","11227","350015","0.18"
"2025-10-30T23:07:47.362Z","On-Demand","claude-4.5-sonnet-thinking","No","56537","2067","135634","2715","196953","0.29"
"2025-10-30T22:43:54.922Z","On-Demand","claude-4.5-sonnet-thinking","No","52650","2100","8840","2875","66465","0.24"
"2025-10-30T22:34:08.945Z","On-Demand","claude-4.5-sonnet-thinking","No","47878","2513","268436","6801","325628","0.36"
"2025-10-30T22:28:55.183Z","Included","grok-code-fast-1","No","0","44722","45065","261","90048","0.01"
"2025-10-30T22:27:46.277Z","Included","grok-code-fast-1","No","0","48136","438223","1465","487824","0.02"
"2025-10-30T22:23:55.612Z","Included","grok-code-fast-1","No","0","3861","296099","1963","301923","0.01"
"2025-10-30T22:23:10.318Z","Included","grok-code-fast-1","No","0","2703","126172","671","129546","0.004"
"2025-10-30T22:20:23.837Z","Included","grok-code-fast-1","No","0","8769","26161","415","35345","0.003"
"2025-10-30T22:15:10.969Z","Included","grok-code-fast-1","No","0","1717","94773","189","96679","0.003"
"2025-10-30T22:08:18.120Z","Included","grok-code-fast-1","No","0","180278","2306341","4145","2490764","0.09"
"2025-10-30T22:04:53.052Z","Errored, Not Charged","grok-code-fast-1","No","0","69585","488001","1702","559288","0.03"
"2025-10-30T21:57:57.773Z","Included","grok-code-fast-1","No","0","8179","1044963","3635","1056777","0.03"
"2025-10-30T21:54:47.248Z","Included","grok-code-fast-1","No","0","63513","423630","816","487959","0.02"
"2025-10-30T21:53:36.776Z","Included","grok-code-fast-1","No","0","57873","976979","2051","1036903","0.03"
"2025-10-30T21:47:54.423Z","On-Demand","claude-4.5-sonnet","No","4207","1799","438379","1181","445566","0.17"
"2025-10-30T21:38:02.743Z","On-Demand","claude-4.5-sonnet","No","59681","3803","2088099","19854","2171437","1.15"
"2025-10-30T20:16:18.268Z","Included","grok-code-fast-1","No","0","13852","31408","2385","47645","0.01"
"2025-10-30T20:14:07.916Z","On-Demand","claude-4.5-sonnet","No","13780","1693","44203","1593","61269","0.09"
"2025-10-30T20:00:51.934Z","Included","grok-code-fast-1","No","0","231144","4256938","7240","4495322","0.14"
"2025-10-30T19:56:04.726Z","Included","grok-code-fast-1","No","0","5770","1861215","2221","1869206","0.04"
"2025-10-30T19:54:29.642Z","Included","grok-code-fast-1","No","0","13410","756871","2692","772973","0.02"
"2025-10-30T19:48:09.663Z","Included","grok-code-fast-1","No","0","374975","1595150","6964","1977089","0.12"
"2025-10-30T19:39:46.762Z","Included","grok-code-fast-1","No","0","100113","3490276","6636","3597025","0.10"
"2025-10-30T19:35:07.906Z","Included","grok-code-fast-1","No","0","111734","1614694","8465","1734893","0.07"
"2025-10-30T19:30:51.625Z","On-Demand","claude-4.5-sonnet","No","5761","1694","84718","3108","95281","0.09"
"2025-10-30T19:26:16.601Z","On-Demand","claude-4.5-sonnet","No","18040","1522","45121","3754","68437","0.14"
"2025-10-30T19:24:02.184Z","Included","claude-4.5-sonnet","No","0","9419","0","28","9447","0.03"
"2025-10-30T19:22:36.702Z","On-Demand","composer-1","No","77484","1147","406626","1373","486630","0.18"
"2025-10-30T19:16:38.080Z","On-Demand","composer-1","No","35505","1925","915493","5413","958336","0.29"
"2025-10-30T19:05:42.391Z","Included","claude-4.5-sonnet","No","0","9682","0","276","9958","0.03"
"2025-10-30T18:47:49.201Z","On-Demand","composer-1","No","35816","790","903082","18286","957974","0.33"
"2025-10-30T18:45:13.098Z","On-Demand","composer-1","No","18280","787","58035","1037","78139","0.04"
"2025-10-30T18:43:41.347Z","Included","grok-code-fast-1","No","0","987","55843","698","57528","0.002"
"2025-10-30T18:42:31.252Z","Included","grok-code-fast-1","No","0","19053","9732","292","29077","0.005"
"2025-10-30T18:37:38.664Z","Included","grok-code-fast-1","No","0","10812","36502","1537","48851","0.01"
"2025-10-30T18:36:13.644Z","Included","grok-code-fast-1","No","0","20824","23959","650","45433","0.01"
"2025-10-30T18:33:48.992Z","On-Demand","gemini-2.5-pro","No","0","32724","55687","3391","91802","0.08"
"2025-10-30T18:32:41.304Z","Included","grok-code-fast-1","No","0","32013","179029","1663","212705","0.01"
"2025-10-30T18:29:22.628Z","Included","grok-code-fast-1","No","0","60288","324132","1552","385972","0.02"
"2025-10-30T18:20:08.605Z","On-Demand","composer-1","No","49035","2179","48743","5447","105404","0.08"
"2025-10-30T18:17:11.171Z","On-Demand","claude-4.5-sonnet","No","44812","2151","8208","132","55303","0.17"
"2025-10-30T18:05:42.886Z","On-Demand","claude-4.5-sonnet","No","40726","2201","250707","5088","298722","0.30"
"2025-10-30T16:10:04.438Z","On-Demand","composer-1","No","0","113238","1507460","2410","1623108","0.42"
"2025-10-30T16:08:30.543Z","On-Demand","composer-1","No","0","116116","2896155","6316","3018587","0.80"
"2025-10-30T16:00:45.856Z","On-Demand","composer-1","No","0","203014","1382847","1501","1587362","0.49"
"2025-10-30T15:59:14.701Z","Included","grok-code-fast-1","No","0","206814","9888","288","216990","0.05"
"2025-10-30T15:58:22.857Z","Included","grok-code-fast-1","No","0","323256","18802","208","342266","0.07"
"2025-10-30T15:47:31.726Z","Included","grok-code-fast-1","No","0","204155","260159","374","464688","0.06"
"2025-10-30T15:31:10.955Z","Included","grok-code-fast-1","No","0","448492","500560","717","949769","0.11"
"2025-10-30T15:21:12.859Z","Included","grok-code-fast-1","No","0","1866965","3055403","4643","4927011","0.45"
"2025-10-30T15:19:57.735Z","Included","grok-code-fast-1","No","0","347275","26740","855","374870","0.08"
"2025-10-30T15:18:56.619Z","Errored, Not Charged","grok-code-fast-1","No","0","278039","26735","366","305140","0.06"
"2025-10-30T15:16:59.621Z","On-Demand","claude-4.5-sonnet","No","70064","329992","289045","4908","694009","0.50"
"2025-10-30T15:12:04.515Z","Included","grok-code-fast-1","No","0","1128150","743912","3266","1875328","0.25"
"2025-10-30T15:09:59.845Z","Included","grok-code-fast-1","No","0","340578","358759","931","700268","0.08"
"2025-10-30T15:06:14.648Z","Included","grok-code-fast-1","No","0","386013","116011","1169","503193","0.09"
"2025-10-30T15:04:23.237Z","Included","grok-code-fast-1","No","0","362153","378173","1394","741720","0.09"
"2025-10-30T14:47:59.619Z","Included","grok-code-fast-1","No","0","1602103","2057381","7179","3666663","0.37"
"2025-10-30T14:43:03.860Z","Included","grok-code-fast-1","No","0","139661","214172","2303","356136","0.04"
"2025-10-30T14:35:25.519Z","Included","grok-code-fast-1","No","0","94482","233374","2085","329941","0.03"
"2025-10-30T14:31:11.200Z","Included","grok-code-fast-1","No","0","330701","18869","443","350013","0.08"
"2025-10-30T14:30:26.067Z","Included","grok-code-fast-1","No","0","206565","10424","541","217530","0.05"
"2025-10-30T14:16:26.832Z","Included","grok-code-fast-1","No","0","3214779","2383903","5902","5604584","0.71"
"2025-10-30T14:15:18.067Z","Included","grok-code-fast-1","No","0","103992","8704","195","112891","0.02"
"2025-10-30T14:12:54.067Z","Included","grok-code-fast-1","No","0","570552","685513","2635","1258700","0.14"
"2025-10-30T14:08:42.030Z","Included","grok-code-fast-1","No","0","255209","221348","1765","478322","0.06"
"2025-10-30T14:03:02.745Z","On-Demand","claude-4.5-sonnet","No","109815","61094","2073649","7625","2252183","1.17"
"2025-10-30T13:59:39.500Z","Included","grok-code-fast-1","No","0","324820","210624","1082","536526","0.07"
"2025-10-30T13:32:41.833Z","Errored, Not Charged","grok-code-fast-1","No","0","1076239","1718336","7746","2802321","0.26"
"2025-10-30T13:24:57.787Z","Included","grok-code-fast-1","No","0","643213","1048091","3972","1695276","0.16"
"2025-10-30T13:20:40.374Z","Included","grok-code-fast-1","No","0","69460","7532","388","77380","0.02"
"2025-10-30T13:13:32.362Z","Included","grok-code-fast-1","No","0","1025050","1566122","6885","2598057","0.25"
"2025-10-30T13:10:15.124Z","Included","grok-code-fast-1","No","0","68890","152554","614","222058","0.02"
"2025-10-30T13:09:47.954Z","Included","grok-code-fast-1","No","0","759","1179","13","1951","0.000"
"2025-10-30T13:05:11.957Z","On-Demand","composer-1","No","0","190624","1324044","15343","1530011","0.47"
"2025-10-30T13:03:28.421Z","On-Demand","composer-1","No","0","163532","428858","2801","595191","0.18"
"2025-10-30T12:51:32.634Z","On-Demand","composer-1","No","0","278296","280140","2153","560589","0.26"
"2025-10-30T12:49:27.244Z","On-Demand","composer-1","No","0","274395","7368","1896","283659","0.18"
"2025-10-30T12:36:45.772Z","On-Demand","composer-1","No","0","143936","254319","4518","402773","0.13"
"2025-10-30T12:23:07.607Z","On-Demand","composer-1","No","0","136070","355499","1956","493525","0.15"
"2025-10-30T12:16:33.337Z","On-Demand","composer-1","No","0","121992","224773","2659","349424","0.10"
"2025-10-30T12:10:52.372Z","On-Demand","composer-1","No","0","116422","320710","2928","440060","0.13"
"2025-10-30T12:06:29.999Z","On-Demand","composer-1","No","0","195873","101656","2868","300397","0.16"
"2025-10-30T11:54:45.853Z","On-Demand","composer-1","No","0","100645","534788","3259","638692","0.19"
"2025-10-30T11:51:15.919Z","On-Demand","composer-1","No","0","88468","677557","4044","770069","0.22"
"2025-10-30T11:47:24.048Z","On-Demand","composer-1","No","0","71205","254956","1618","327779","0.10"
"2025-10-30T11:46:00.291Z","On-Demand","composer-1","No","0","101108","230978","1438","333524","0.13"
"2025-10-30T00:58:48.344Z","On-Demand","composer-1","No","33610","6339","220090","2145","262184","0.10"
"2025-10-30T00:57:50.629Z","On-Demand","composer-1","No","12069","1137","67153","1154","81513","0.03"
"2025-10-30T00:53:22.993Z","On-Demand","composer-1","No","8137","91279","549314","726","649456","0.18"
"2025-10-30T00:49:45.314Z","On-Demand","composer-1","No","31781","64732","530127","3975","630615","0.20"
"2025-10-30T00:49:15.749Z","On-Demand","composer-1","No","6909","58582","374737","2453","442681","0.13"
"2025-10-30T00:45:12.904Z","On-Demand","composer-1","No","10379","51907","128284","4010","194580","0.07"
"2025-10-30T00:43:53.444Z","On-Demand","composer-1","No","65518","30480","419865","5139","521002","0.20"
"2025-10-30T00:40:49.198Z","Errored, Not Charged","composer-1","No","35625","152340","415478","14293","617736","0.22"
"2025-10-30T00:35:36.063Z","Errored, Not Charged","composer-1","No","8408","946","342280","2512","354146","0.10"
"2025-10-30T00:34:02.888Z","On-Demand","composer-1","No","38042","143143","290681","2279","474145","0.16"
"2025-10-30T00:28:17.912Z","On-Demand","composer-1","No","37005","124891","836879","5302","1004077","0.34"
"2025-10-30T00:24:03.789Z","On-Demand","composer-1","No","14619","103761","486327","3644","608351","0.18"
"2025-10-30T00:22:55.530Z","On-Demand","composer-1","No","12068","97798","572611","1035","683512","0.19"
"2025-10-30T00:19:13.025Z","On-Demand","composer-1","No","10089","89479","316370","3151","419089","0.13"
"2025-10-30T00:15:03.874Z","On-Demand","composer-1","No","11639","79850","283290","3755","378534","0.12"
"2025-10-30T00:13:12.522Z","On-Demand","composer-1","No","8239","71495","264050","1195","344979","0.10"
"2025-10-30T00:12:23.423Z","On-Demand","composer-1","No","5506","66165","327793","1280","400744","0.11"
